id,gid,x,y,v_x,v_y,radius,time
0,0,10.159602,0.354952,-0.129964,-0.003043,0.200000,0.050000
1,0,12.541904,0.591308,-0.129926,-0.004380,0.200000,0.050000
2,0,7.315540,-0.121917,-0.129994,0.001287,0.200000,0.050000
3,0,6.798056,-0.839916,-0.129672,0.009231,0.200000,0.050000
4,0,8.828558,0.699684,-0.129834,-0.006569,0.200000,0.050000
5,0,5.217169,0.534264,-0.129823,-0.006789,0.200000,0.050000
6,0,13.689010,-1.049466,-0.129796,0.007289,0.200000,0.050000
7,0,10.853500,-0.169775,-0.129993,0.001392,0.200000,0.050000
8,0,13.306403,-0.537250,-0.129944,0.003814,0.200000,0.050000
9,0,8.023051,-0.220514,-0.129981,0.002201,0.200000,0.050000
10,0,6.856801,0.219418,-0.129978,-0.002405,0.200000,0.050000
11,0,14.754404,-0.691021,-0.129921,0.004545,0.200000,0.050000
12,0,13.403403,0.595294,-0.129932,-0.004203,0.200000,0.050000
13,0,8.519800,0.131723,-0.129994,-0.001267,0.200000,0.050000
14,0,6.805844,-0.414673,-0.129920,0.004563,0.200000,0.050000
15,0,13.605610,1.020484,-0.129805,-0.007120,0.200000,0.050000
16,0,6.439160,0.049959,-0.129999,-0.000568,0.200000,0.050000
17,0,6.772938,0.882411,-0.129636,-0.009717,0.200000,0.050000
18,0,9.491933,-0.437445,-0.129941,0.003922,0.200000,0.050000
19,0,7.325805,-0.838949,-0.129700,0.008828,0.200000,0.050000
20,1,7.298880,7.706970,-0.023810,-0.127801,0.200000,0.050000
21,1,8.364611,-4.201477,-0.029780,-0.126543,0.200000,0.050000
22,1,7.111531,2.329550,-0.001176,-0.129995,0.200000,0.050000
23,1,9.086453,-3.082913,-0.037542,-0.124461,0.200000,0.050000
24,1,5.310845,5.483508,0.014099,-0.129233,0.200000,0.050000
25,1,8.411736,-2.035580,-0.022689,-0.128005,0.200000,0.050000
26,1,6.822040,6.561810,0.001397,-0.129992,0.200000,0.050000
27,1,5.168068,1.216815,0.020954,-0.128300,0.200000,0.050000
28,1,4.810628,3.016360,0.021563,-0.128199,0.200000,0.050000
29,1,4.813771,0.702686,0.026018,-0.127370,0.200000,0.050000
30,1,7.602839,3.440397,-0.005825,-0.129869,0.200000,0.050000
31,1,7.275493,-4.351442,-0.006333,-0.129846,0.200000,0.050000
32,1,5.645445,2.233199,0.014307,-0.129210,0.200000,0.050000
33,1,7.976907,5.357623,-0.008253,-0.129738,0.200000,0.050000
34,1,4.927924,6.629850,0.016074,-0.129002,0.200000,0.050000
35,1,9.183313,3.778260,-0.020346,-0.128398,0.200000,0.050000
36,1,6.196857,4.201830,0.007340,-0.129793,0.200000,0.050000
37,1,8.551996,3.856170,-0.014471,-0.129192,0.200000,0.050000
38,1,9.140369,4.625429,-0.018824,-0.128630,0.200000,0.050000
39,1,6.798979,8.862000,0.001385,-0.129993,0.200000,0.050000
0,0,10.147254,0.354650,-0.246949,-0.006036,0.200000,0.100000
1,0,12.529562,0.590889,-0.246827,-0.008390,0.200000,0.100000
2,0,7.303275,-0.121722,-0.245304,0.003891,0.200000,0.100000
3,0,6.785573,-0.852516,-0.249664,-0.251982,0.200000,0.100000
4,0,8.816266,0.699040,-0.245842,-0.012872,0.200000,0.100000
5,0,5.228178,0.516424,0.220177,-0.356789,0.200000,0.100000
6,0,13.676680,-1.048774,-0.246598,0.013829,0.200000,0.100000
7,0,10.841154,-0.169648,-0.246925,0.002557,0.200000,0.100000
8,0,13.294057,-0.536891,-0.246906,0.007180,0.200000,0.100000
9,0,8.010704,-0.220330,-0.246935,0.003673,0.200000,0.100000
10,0,6.844590,0.219231,-0.244213,-0.003736,0.200000,0.100000
11,0,14.742062,-0.690589,-0.246849,0.008635,0.200000,0.100000
12,0,13.390965,0.594739,-0.248763,-0.011091,0.200000,0.100000
13,0,8.507463,0.131597,-0.246752,-0.002506,0.200000,0.100000
14,0,6.793764,-0.400888,-0.241609,0.275693,0.200000,0.100000
15,0,13.593373,1.019966,-0.244729,-0.010361,0.200000,0.100000
16,0,6.426882,0.049783,-0.245568,-0.003519,0.200000,0.100000
17,0,6.760616,0.881347,-0.246441,-0.021280,0.200000,0.100000
18,0,9.479591,-0.437083,-0.246835,0.007236,0.200000,0.100000
19,0,7.313499,-0.838147,-0.246110,0.016033,0.200000,0.100000
20,1,7.296618,7.694829,-0.045239,-0.242822,0.200000,0.100000
21,1,8.361795,-4.213488,-0.056325,-0.240210,0.200000,0.100000
22,1,7.111388,2.317240,-0.002868,-0.246210,0.200000,0.100000
23,1,9.082886,-3.094737,-0.071330,-0.236476,0.200000,0.100000
24,1,5.312184,5.471231,0.026779,-0.245539,0.200000,0.100000
25,1,8.409580,-2.047741,-0.043110,-0.243209,0.200000,0.100000
26,1,6.822173,6.549461,0.002666,-0.246992,0.200000,0.100000
27,1,5.169695,1.204746,0.032547,-0.241379,0.200000,0.100000
28,1,4.812674,3.004193,0.040912,-0.243351,0.200000,0.100000
29,1,4.797572,0.713817,-0.323982,0.222630,0.200000,0.100000
30,1,7.602286,3.428073,-0.011050,-0.246469,0.200000,0.100000
31,1,7.274879,-4.363789,-0.012290,-0.246928,0.200000,0.100000
32,1,5.646789,2.221110,0.026867,-0.241789,0.200000,0.100000
33,1,7.976123,5.345299,-0.015688,-0.246486,0.200000,0.100000
34,1,4.929450,6.617595,0.030528,-0.245099,0.200000,0.100000
35,1,9.181407,3.766059,-0.038120,-0.244026,0.200000,0.100000
36,1,6.197551,4.189504,0.013876,-0.246519,0.200000,0.100000
37,1,8.550596,3.843900,-0.028014,-0.245414,0.200000,0.100000
38,1,9.138579,4.613212,-0.035793,-0.244325,0.200000,0.100000
39,1,6.799111,8.849651,0.002632,-0.246986,0.200000,0.100000
0,0,10.129639,0.354179,-0.352302,-0.009421,0.200000,0.150000
1,0,12.511965,0.590280,-0.351952,-0.012180,0.200000,0.150000
2,0,7.285737,-0.121436,-0.350757,0.005725,0.200000,0.150000
3,0,6.767855,-0.863386,-0.354359,-0.217405,0.200000,0.150000
4,0,8.798870,0.698058,-0.347924,-0.019645,0.200000,0.150000
5,0,5.225434,0.497428,-0.054873,-0.379930,0.200000,0.150000
6,0,13.659093,-1.047789,-0.351737,0.019710,0.200000,0.150000
7,0,10.823554,-0.169479,-0.352004,0.003369,0.200000,0.150000
8,0,13.276451,-0.536390,-0.352135,0.010019,0.200000,0.150000
9,0,7.993093,-0.220153,-0.352214,0.003550,0.200000,0.150000
10,0,6.836254,0.236544,-0.166727,0.346264,0.200000,0.150000
11,0,14.724457,-0.689973,-0.352085,0.012316,0.200000,0.150000
12,0,13.373275,0.594039,-0.353809,-0.014015,0.200000,0.150000
13,0,8.489892,0.131399,-0.351413,-0.003971,0.200000,0.150000
14,0,6.799183,-0.404604,0.108391,-0.074307,0.200000,0.150000
15,0,13.575870,1.019145,-0.350058,-0.016420,0.200000,0.150000
16,0,6.397103,0.067107,-0.595568,0.346481,0.200000,0.150000
17,0,6.742766,0.880639,-0.356996,-0.014173,0.200000,0.150000
18,0,9.461996,-0.436601,-0.351906,0.009643,0.200000,0.150000
19,0,7.296454,-0.837107,-0.340920,0.020790,0.200000,0.150000
20,1,7.293391,7.677512,-0.064525,-0.346341,0.200000,0.150000
21,1,8.357816,-4.230582,-0.079568,-0.341897,0.200000,0.150000
22,1,7.111084,2.299801,-0.006073,-0.348774,0.200000,0.150000
23,1,9.077799,-3.111601,-0.101739,-0.337290,0.200000,0.150000
24,1,5.314092,5.453721,0.038170,-0.350204,0.200000,0.150000
25,1,8.406506,-2.065085,-0.061489,-0.346893,0.200000,0.150000
26,1,6.822365,6.531845,0.003841,-0.352306,0.200000,0.150000
27,1,5.171264,1.187825,0.031389,-0.338427,0.200000,0.150000
28,1,4.815527,2.986933,0.057069,-0.345191,0.200000,0.150000
29,1,4.784301,0.717469,-0.265407,0.073030,0.200000,0.150000
30,1,7.601502,3.410541,-0.015686,-0.350642,0.200000,0.150000
31,1,7.273964,-4.381435,-0.018299,-0.352917,0.200000,0.150000
32,1,5.648738,2.204764,0.038985,-0.326912,0.200000,0.150000
33,1,7.975003,5.327723,-0.022399,-0.351515,0.200000,0.150000
34,1,4.931625,6.600116,0.043504,-0.349570,0.200000,0.150000
35,1,9.178754,3.748647,-0.053048,-0.348231,0.200000,0.150000
36,1,6.198530,4.171937,0.019576,-0.351341,0.200000,0.150000
37,1,8.548534,3.826404,-0.041226,-0.349923,0.200000,0.150000
38,1,9.136023,4.595799,-0.051133,-0.348259,0.200000,0.150000
39,1,6.799299,8.832037,0.003754,-0.352280,0.200000,0.150000
0,0,10.107273,0.353500,-0.447324,-0.013576,0.200000,0.200000
1,0,12.489737,0.589541,-0.444555,-0.014775,0.200000,0.200000
2,0,7.285699,-0.103650,-0.000757,0.355725,0.200000,0.200000
3,0,6.745427,-0.872693,-0.448574,-0.186152,0.200000,0.200000
4,0,8.776958,0.696637,-0.438249,-0.028423,0.200000,0.200000
5,0,5.216472,0.480015,-0.179238,-0.348245,0.200000,0.200000
6,0,13.636787,-1.046544,-0.446121,0.024891,0.200000,0.200000
7,0,10.801236,-0.169292,-0.446351,0.003751,0.200000,0.200000
8,0,13.254266,-0.535655,-0.443693,0.014701,0.200000,0.200000
9,0,7.973762,-0.214235,-0.386621,0.118354,0.200000,0.200000
10,0,6.845418,0.236357,0.183273,-0.003736,0.200000,0.200000
11,0,14.702117,-0.689192,-0.446797,0.015629,0.200000,0.200000
12,0,13.350847,0.593216,-0.448563,-0.016443,0.200000,0.200000
13,0,8.467711,0.131134,-0.443621,-0.005297,0.200000,0.200000
14,0,6.787103,-0.425819,-0.241609,-0.424307,0.200000,0.200000
15,0,13.553627,1.018053,-0.444858,-0.021843,0.200000,0.200000
16,0,6.367758,0.080740,-0.586907,0.272669,0.200000,0.200000
17,0,6.707417,0.897430,-0.706996,0.335827,0.200000,0.200000
18,0,9.439681,-0.436053,-0.446291,0.010965,0.200000,0.200000
19,0,7.296908,-0.853568,0.009080,-0.329210,0.200000,0.200000
20,1,7.289297,7.655536,-0.081882,-0.439508,0.200000,0.200000
21,1,8.352833,-4.252199,-0.099667,-0.432331,0.200000,0.200000
